AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
LIH,Atlantic LIH,Lihue,HI,808-246-0016,,, 301 - 600,$6.18 , 301 - 600,$6.03 ,,,,,,,,,PHLI
LIH,Atlantic LIH,Lihue,HI,808-246-0016,,, 601 - 900,$5.89 , 601 - 900,$5.74 ,,,,,,,,,PHLI
LIH,Atlantic LIH,Lihue,HI,808-246-0016,,, 901 - 1200,$5.59 , 901 - 1200,$5.44 ,,,,,,,,,PHLI
LIH,Atlantic LIH,Lihue,HI,808-246-0016,,, 1201 - 1500,$5.29 , 1201 - 1500,$5.14 ,,,,,,,,,PHLI
LIH,Atlantic LIH,Lihue,HI,808-246-0016,,,1501+,$4.99 ,1501+,$4.84 ,,,,,,,,,PHLI
LIT,Atlantic LIT,Little Rock,AR,972-905-2513,,, 0 - 100,$6.94 , 0 - 100,$6.78 ,,,,,,,,,KLIT
LIT,Atlantic LIT,Little Rock,AR,972-905-2513,,, 101 - 200,$6.77 , 101 - 200,$6.61 ,,,,,,,,,KLIT
LIT,Atlantic LIT,Little Rock,AR,972-905-2513,,, 201 - 300,$6.61 , 201 - 300,$6.45 ,,,,,,,,,KLIT
LIT,Atlantic LIT,Little Rock,AR,972-905-2513,,, 301 - 400,$6.45 , 301 - 400,$6.29 ,,,,,,,,,KLIT
LIT,Atlantic LIT,Little Rock,AR,972-905-2513,,, 401 - 500,$6.29 , 401 - 500,$6.13 ,,,,,,,,,KLIT
LIT,Atlantic LIT,Little Rock,AR,972-905-2513,,,501+,$6.13 ,501+,$5.97 ,,,,,,,,,KLIT
LKR,Lancaster County Airport,Lancaster,SC,803-325-5783,,,1+,$7.01 ,1+,$7.01 ,1+,$0.00 ,,,1+,$0.00 ,,,KLKR
LMS,Louisville Winston,Louisville,MS,662-705-4212,,, 1 - 250,$4.44 , 1 - 250,$4.44 ,,,,,,,,,KLMS
LMS,Louisville Winston,Louisville,MS,662-705-4212,,,251+,$4.36 ,251+,$4.36 ,,,,,,,,,KLMS
LNC,Lancaster Regional Airport,Lancaster,TX,972-227-5721,,,All Quantities,$5.45 ,All Quantities,$5.45 ,,,,,,,,,KLNC
LNK,Atlantic LNK,Lincoln,NE,945-348-3090,,, 0 - 200,$6.64 , 0 - 200,$6.49 ,,,,,,,,,KLNK
LNK,Atlantic LNK,Lincoln,NE,945-348-3090,,, 201 - 400,$6.47 , 201 - 400,$6.32 ,,,,,,,,,KLNK
LNK,Atlantic LNK,Lincoln,NE,945-348-3090,,, 401 - 600,$6.31 , 401 - 600,$6.16 ,,,,,,,,,KLNK
LNK,Atlantic LNK,Lincoln,NE,945-348-3090,,, 601 - 800,$6.13 , 601 - 800,$5.98 ,,,,,,,,,KLNK
LNK,Atlantic LNK,Lincoln,NE,945-348-3090,,, 801 - 1000,$5.96 , 801 - 1000,$5.81 ,,,,,,,,,KLNK
LNK,Atlantic LNK,Lincoln,NE,945-348-3090,,,1001+,$5.78 ,1001+,$5.63 ,,,,,,,,,KLNK
LNP,Cumberland Airport Commission,Wise,VA,276-328-5300,,,All Quantities,$4.54 ,All Quantities,$4.54 ,,,,,,,,,KLNP
LNY,Atlantic LNY,Lanai City ,HI,945-348-3090,,, 0 - 300,$7.23 , 0 - 300,$7.23 ,,,,,,,,,PHNY
LNY,Atlantic LNY,Lanai City ,HI,945-348-3090,,, 301 - 600,$6.85 , 301 - 600,$6.85 ,,,,,,,,,PHNY
LNY,Atlantic LNY,Lanai City ,HI,945-348-3090,,, 601 - 900,$6.48 , 601 - 900,$6.48 ,,,,,,,,,PHNY
LNY,Atlantic LNY,Lanai City ,HI,945-348-3090,,, 901 - 1200,$6.09 , 901 - 1200,$6.09 ,,,,,,,,,PHNY
LNY,Atlantic LNY,Lanai City ,HI,945-348-3090,,, 1201 - 1500,$5.70 , 1201 - 1500,$5.70 ,,,,,,,,,PHNY
LNY,Atlantic LNY,Lanai City ,HI,945-348-3090,,,1501+,$5.32 ,1501+,$5.32 ,,,,,,,,,PHNY
LOM,Advanced Wings,Blue Bell,PA,215-646-0400,,,All Quantities,$5.89 ,All Quantities,$5.84 ,,,,,,,,,KLOM
LOZ,London-Corbin Airport Board,London,KY,606-878-9100,,, 1 - 500,$4.20 , 1 - 500,$4.20 ,,,,,,,,,KLOZ
LOZ,London-Corbin Airport Board,London,KY,606-878-9100,,,501+,$4.09 ,501+,$4.09 ,,,,,,,,,KLOZ
LPR,MRK Aviation Company,Elyria,OH,440-323-7000,,, 1 - 200,$5.90 , 1 - 200,$5.90 ,1+,$0.00 ,,,1+,$0.00 ,,,KLPR
LPR,MRK Aviation Company,Elyria,OH,440-323-7000,,, 201 - 599,$5.88 , 201 - 599,$5.88 ,,,,,,,,,KLPR
LPR,MRK Aviation Company,Elyria,OH,440-323-7000,,,600+,$5.83 ,600+,$5.83 ,,,,,,,,,KLPR
LUD,Decatur Jet Center,Decatur,TX,940-627-1050,,, 1 - 100,$4.81 , 1 - 100,$4.81 ,,,,,,,,,KLUD
LUD,Decatur Jet Center,Decatur,TX,940-627-1050,,, 101 - 200,$4.72 , 101 - 200,$4.72 ,,,,,,,,,KLUD
LUD,Decatur Jet Center,Decatur,TX,940-627-1050,,, 201 - 400,$4.37 , 201 - 400,$4.37 ,,,,,,,,,KLUD
LUD,Decatur Jet Center,Decatur,TX,940-627-1050,,, 401 - 600,$4.27 , 401 - 600,$4.27 ,,,,,,,,,KLUD
LUD,Decatur Jet Center,Decatur,TX,940-627-1050,,,601+,$4.07 ,601+,$4.07 ,,,,,,,,,KLUD
LUG,Stewmon Aircraft,Lewisburg,TN,931-359-5003,,,All Quantities,$4.42 ,All Quantities,$4.42 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KLUG
LUK,Waypoint Aviation,Cincinnati,OH,513-740-8990,,,1+,$4.77 ,1+,$4.68 ,1+,$0.00 ,,,1+,$0.00 ,,,KLUK
LVJ,Pearland Regional Airport,Pearland,TX,281-482-7551,,,All Quantities,$5.81 ,All Quantities,$5.81 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KLVJ
LWB,Greenbrier Valley Airport,Lewisburg,WV,304-645-3961,,, 1 - 500,$6.74 , 1 - 500,$6.64 ,1+,$0.00 ,,,1+,$0.00 ,,,KLWB
LWB,Greenbrier Valley Airport,Lewisburg,WV,304-645-3961,,, 501 - 999,$6.66 , 501 - 999,$6.56 ,,,,,,,,,KLWB
LWB,Greenbrier Valley Airport,Lewisburg,WV,304-645-3961,,,1000+,$6.56 ,1000+,$6.46 ,,,,,,,,,KLWB
LWM,Eagle East Aviation,North Andover,MA,978-683-3314,,,1+,$5.30 ,1+,$5.28 ,,,,,,,,,KLWM
M02,Dickson County Municipal,Dickson,TN,615-446-6611,,, 1 - 99,$3.95 , 1 - 99,$3.95 ,,,,,,,,,M02
M02,Dickson County Municipal,Dickson,TN,615-446-6611,,, 100 - 199,$3.92 , 100 - 199,$3.92 ,,,,,,,,,M02
M02,Dickson County Municipal,Dickson,TN,615-446-6611,,, 200 - 299,$3.87 , 200 - 299,$3.87 ,,,,,,,,,M02
M02,Dickson County Municipal,Dickson,TN,615-446-6611,,,300+,$3.82 ,300+,$3.82 ,,,,,,,,,M02
M25,Mayfield-Graves County A/P Board,Mayfield,KY,270-247-6878,,,All Quantities,$4.70 ,All Quantities,$4.70 ,,,,,,,,,KM25
M54,Direct Flight Solutions,Lebanon,TN,615-444-0031,,,All Quantities,$5.04 ,All Quantities,$5.04 ,,,,,,,,,M54
M70,City of Pocahontas,Pocahontas,AR,870-892-9661,,,All Quantities,$5.37 ,All Quantities,$5.37 ,,,,,,,,,M70
MBO,Madison Air,Madison,MS,601-938-2355,,,All Quantities,$5.88 ,All Quantities,$5.88 ,1+,$0.00 ,,,1+,$0.00 ,,,KMBO
MBT,Murfreesboro Municipal Airport,Murfreesboro,TN,615-848-3254,,,All Quantities,$4.77 ,All Quantities,$4.77 ,,,,,,,,,KMBT
MCC,McClellan Jet Services,McClellan,CA,916-641-8970,,, 1 - 249,$5.76 , 1 - 249,$5.71 ,,,,,,,,,KMCC
MCC,McClellan Jet Services,McClellan,CA,916-641-8970,,, 250 - 999,$5.57 , 250 - 999,$5.51 ,,,,,,,,,KMCC
MCC,McClellan Jet Services,McClellan,CA,916-641-8970,,, 1000 - 1499,$5.47 , 1000 - 1499,$5.41 ,,,,,,,,,KMCC
MCC,McClellan Jet Services,McClellan,CA,916-641-8970,,,1500+,$5.07 ,1500+,$5.01 ,,,,,,,,,KMCC
MCN,Highnote Aviation,Macon,GA,478-219-1138,,, 1 - 199,$5.20 , 1 - 199,$5.20 ,1+,$0.00 ,,,1+,$0.00 ,,,KMCN
MCN,Highnote Aviation,Macon,GA,478-219-1138,,, 200 - 499,$5.06 , 200 - 499,$5.06 ,,,,,,,,,KMCN
MCN,Highnote Aviation,Macon,GA,478-219-1138,,,500+,$4.91 ,500+,$4.91 ,,,,,,,,,KMCN
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,, 0 - 300,$7.42 , 0 - 300,$7.27 ,,,,,,,,,KMCO
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,, 301 - 600,$7.24 , 301 - 600,$7.09 ,,,,,,,,,KMCO
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,, 601 - 900,$7.04 , 601 - 900,$6.89 ,,,,,,,,,KMCO
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,, 901 - 1200,$6.84 , 901 - 1200,$6.69 ,,,,,,,,,KMCO
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,, 1201 - 1500,$6.64 , 1201 - 1500,$6.49 ,,,,,,,,,KMCO
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,, 1501 - 2500,$6.44 , 1501 - 2500,$6.29 ,,,,,,,,,KMCO
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,, 2501 - 5000,$5.69 , 2501 - 5000,$5.54 ,,,,,,,,,KMCO
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,, 5001 - 7500,$4.93 , 5001 - 7500,$4.78 ,,,,,,,,,KMCO
MCO,Atlantic MCO,Orlando,FL,945-348-3090,,,7501+,$4.18 ,7501+,$4.03 ,,,,,,,,,KMCO
MDW,Atlantic MDW,Chicago,IL,945-348-3090,,, 0 - 200,$7.09 , 0 - 200,$6.93 ,,,,,,,,,KMDW
MDW,Atlantic MDW,Chicago,IL,945-348-3090,,, 201 - 400,$7.01 , 201 - 400,$6.85 ,,,,,,,,,KMDW
MDW,Atlantic MDW,Chicago,IL,945-348-3090,,, 401 - 600,$6.93 , 401 - 600,$6.77 ,,,,,,,,,KMDW
MDW,Atlantic MDW,Chicago,IL,945-348-3090,,, 601 - 800,$6.84 , 601 - 800,$6.68 ,,,,,,,,,KMDW
MDW,Atlantic MDW,Chicago,IL,945-348-3090,,, 801 - 1000,$6.75 , 801 - 1000,$6.59 ,,,,,,,,,KMDW
MDW,Atlantic MDW,Chicago,IL,945-348-3090,,,1001+,$6.67 ,1001+,$6.51 ,,,,,,,,,KMDW
MEI,Meridian Airport Auth dba Meri Avi,Meridian,MS,601-693-7282,,,All Quantities,$4.71 ,All Quantities,$4.71 ,All Quantities,$0.15 ,,,All Quantities,$0.15 ,,,KMEI
MEM,Wilson Air Center MEM,Memphis,TN,901-345-2992,,, 0 - 100,$5.82 , 0 - 100,$5.72 ,,,,,,,,,KMEM
MEM,Wilson Air Center MEM,Memphis,TN,901-345-2992,,, 101 - 500,$5.74 , 101 - 500,$5.64 ,,,,,,,,,KMEM
MEM,Wilson Air Center MEM,Memphis,TN,901-345-2992,,, 501 - 1000,$5.64 , 501 - 1000,$5.53 ,,,,,,,,,KMEM
MEM,Wilson Air Center MEM,Memphis,TN,901-345-2992,,,1001+,$5.53 ,1001+,$5.43 ,,,,,,,,,KMEM
MEV,Hutt Aviation,Minden,NV,775-782-8277,,,All Quantities,$6.59 ,All Quantities,$6.49 ,,,,,,,,,KMEV
MEZ,Mena Municipal Air Center,Mena,AR,479-394-5800,,,1+,$5.37 ,1+,$5.37 ,,,,,,,,,KMEZ
MHH,Cherokee Aviation(10% VAT Included),Marsh Harbour,,242-367-1900,,,1+,$7.72 ,1+,$7.17 ,,,,,,,,,MYAM
MHR,Modern Aviation MHR,Mather,CA,916-428-8292,,, 0 - 500,$5.34 , 0 - 500,$5.18 ,,,,,,,,,KMHR
MHR,Modern Aviation MHR,Mather,CA,916-428-8292,,, 501 - 1000,$5.33 , 501 - 1000,$5.17 ,,,,,,,,,KMHR
MHR,Modern Aviation MHR,Mather,CA,916-428-8292,,, 1001 - 1500,$5.31 , 1001 - 1500,$5.15 ,,,,,,,,,KMHR
MHR,Modern Aviation MHR,Mather,CA,916-428-8292,,, 1501 - 2000,$5.28 , 1501 - 2000,$5.12 ,,,,,,,,,KMHR
MHR,Modern Aviation MHR,Mather,CA,916-428-8292,,, 2001 - 2500,$5.21 , 2001 - 2500,$5.05 ,,,,,,,,,KMHR
MHR,Modern Aviation MHR,Mather,CA,916-428-8292,,,2501+,$5.03 ,2501+,$4.87 ,,,,,,,,,KMHR
MIT,Minter Field Airport District,Shafter,CA,661-393-0402,,,All Quantities,$4.81 ,All Quantities,$4.70 ,,,,,,,,,KMIT
MJD,Dispatch Aviation,Picayune,MS,601-749-4449,,,1+,$5.55 ,1+,$5.55 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KMJD
MKC,Atlantic MKC,Kansas City,MO,945-348-3090,,, 0 - 100,$6.90 , 0 - 100,$6.74 ,,,,,,,,,KMKC
MKC,Atlantic MKC,Kansas City,MO,945-348-3090,,, 101 - 200,$6.72 , 101 - 200,$6.56 ,,,,,,,,,KMKC
MKC,Atlantic MKC,Kansas City,MO,945-348-3090,,, 201 - 300,$6.53 , 201 - 300,$6.37 ,,,,,,,,,KMKC
MKC,Atlantic MKC,Kansas City,MO,945-348-3090,,, 301 - 400,$6.34 , 301 - 400,$6.19 ,,,,,,,,,KMKC
MKC,Atlantic MKC,Kansas City,MO,945-348-3090,,,401+,$6.15 ,401+,$6.00 ,,,,,,,,,KMKC
MKG,Executive Air Transport Inc,Muskegon,MI,616-443-9400,,, 1 - 250,$6.05 , 1 - 250,$5.94 ,1+,$0.00 ,,,1+,$0.00 ,,,KMKG
MKG,Executive Air Transport Inc,Muskegon,MI,616-443-9400,,, 251 - 500,$5.95 , 251 - 500,$5.85 ,,,,,,,,,KMKG
MKG,Executive Air Transport Inc,Muskegon,MI,616-443-9400,,, 501 - 1000,$5.85 , 501 - 1000,$5.74 ,,,,,,,,,KMKG
MKG,Executive Air Transport Inc,Muskegon,MI,616-443-9400,,,1001+,$5.80 ,1001+,$5.69 ,,,,,,,,,KMKG
MKJ,Smyth Wythe,Rural Retreat,VA,276-783-8805,,,All Quantities,$5.13 ,All Quantities,$5.13 ,1+,$0.00 ,,,1+,$0.00 ,,,KMKJ
MKL,McKeller-Sipes Regional Airport,Jackson,TN,731-423-0995,,,1+,$5.88 ,1+,$5.83 ,,,,,,,,,KMKL
MKO,Davis Field Aviation,Muskogee,OK,918-682-4101,,, 1 - 200,$4.31 , 1 - 200,$4.31 ,,,,,,,,,KMKO
MKO,Davis Field Aviation,Muskogee,OK,918-682-4101,,,201+,$4.22 ,201+,$4.22 ,,,,,,,,,KMKO
MKT,North Star Aviation,Mankato,MN,507-625-6006,,,1+,$5.67 ,1+,$5.67 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KMKT
MLI,QCIA Airport Services,Moline,IL,309-314-1271,,,All Quantities,$5.55 ,All Quantities,$5.55 ,,,,,,,,,KMLI
MMH,Hot Creek Aviation,Mammoth Lakes,CA,760-924-9127,,,1+,$7.51 ,1+,$7.46 ,,,,,,,,,KMMH
MML,Midwest Aviation,Marshall,MN,507-532-3164,,,All Quantities,$5.38 ,All Quantities,$5.38 ,1+,$0.00 ,,,1+,$0.00 ,,,KMML
MMU,Atlantic MMU,Morristown,NJ,972-905-2513,,, 0 - 200,$7.13 , 0 - 200,$6.98 ,,,,,,,,,KMMU
MMU,Atlantic MMU,Morristown,NJ,972-905-2513,,, 201 - 400,$6.79 , 201 - 400,$6.64 ,,,,,,,,,KMMU
MMU,Atlantic MMU,Morristown,NJ,972-905-2513,,, 401 - 600,$6.43 , 401 - 600,$6.28 ,,,,,,,,,KMMU
MMU,Atlantic MMU,Morristown,NJ,972-905-2513,,, 601 - 800,$6.08 , 601 - 800,$5.93 ,,,,,,,,,KMMU
MMU,Atlantic MMU,Morristown,NJ,972-905-2513,,, 801 - 1000,$5.72 , 801 - 1000,$5.57 ,,,,,,,,,KMMU
MMU,Atlantic MMU,Morristown,NJ,972-905-2513,,, 1001 - 2500,$5.37 , 1001 - 2500,$5.22 ,,,,,,,,,KMMU
MMU,Atlantic MMU,Morristown,NJ,972-905-2513,,,2501+,$5.09 ,2501+,$4.94 ,,,,,,,,,KMMU
MNE,City of Minden,Minden,LA,318-371-7862,,,All Quantities,$4.72 ,All Quantities,$4.72 ,,,,,,,,,KMNE
MOR,Morristown Air Service,Morristown,TN,423-586-2483,,,All Quantities,$6.53 ,All Quantities,$6.53 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KMOR
MQB,Jet Air Inc MQB,Macomb,IL,319-248-1200,,, 1 - 99,$4.92 , 1 - 99,$4.92 ,,,,,,,,,KMQB
MQB,Jet Air Inc MQB,Macomb,IL,319-248-1200,,, 100 - 249,$4.88 , 100 - 249,$4.88 ,,,,,,,,,KMQB
MQB,Jet Air Inc MQB,Macomb,IL,319-248-1200,,, 250 - 499,$4.83 , 250 - 499,$4.83 ,,,,,,,,,KMQB
MQB,Jet Air Inc MQB,Macomb,IL,319-248-1200,,, 500 - 749,$4.78 , 500 - 749,$4.78 ,,,,,,,,,KMQB
MQB,Jet Air Inc MQB,Macomb,IL,319-248-1200,,, 750 - 999,$4.73 , 750 - 999,$4.73 ,,,,,,,,,KMQB
MQB,Jet Air Inc MQB,Macomb,IL,319-248-1200,,,1000+,$4.68 ,1000+,$4.68 ,,,,,,,,,KMQB
MQI,Dare County Regional Airport,Manteo,NC,252-475-5576,,,All Quantities,$5.61 ,All Quantities,$5.61 ,1+,$0.00 ,,,1+,$0.00 ,,,KMQI
MQJ,Jet Access MQJ,Greenfield,IN,317-335-3371,,, 1 - 499,$5.64 , 1 - 499,$5.54 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KMQJ
MQJ,Jet Access MQJ,Greenfield,IN,317-335-3371,,, 500 - 999,$5.55 , 500 - 999,$5.45 ,,,,,,,,,KMQJ
MQJ,Jet Access MQJ,Greenfield,IN,317-335-3371,,, 1000 - 1499,$5.40 , 1000 - 1499,$5.30 ,,,,,,,,,KMQJ
MQJ,Jet Access MQJ,Greenfield,IN,317-335-3371,,,1500+,$5.20 ,1500+,$5.10 ,,,,,,,,,KMQJ
MQY,Azure Flight Support MQY,Smyrna,TN,615-220-2957,,, 1 - 500,$5.10 , 1 - 500,$5.10 ,,,,,,,,,KMQY
MQY,Azure Flight Support MQY,Smyrna,TN,615-220-2957,,, 501 - 1000,$4.86 , 501 - 1000,$4.86 ,,,,,,,,,KMQY
MQY,Azure Flight Support MQY,Smyrna,TN,615-220-2957,,,1001+,$4.65 ,1001+,$4.65 ,,,,,,,,,KMQY
MRC,Maury County Regional Airport Auth,Mt Pleasant,TN,931-379-5511,,,All Quantities,$5.29 ,All Quantities,$5.29 ,,,,,,,,,KMRC
MRH,Crystal Coast Aviation,Beaufort,NC,252-728-2323,,,All Quantities,$5.68 ,All Quantities,$5.68 ,1+,$0.00 ,,,1+,$0.00 ,,,KMRH
MSV,Sullivan County,Monticello,NY,845-807-0325,,, 1 - 400,$6.59 , 1 - 400,$6.59 ,,,,,,,,,KMSV
MSV,Sullivan County,Monticello,NY,845-807-0325,,,401+,$6.47 ,401+,$6.47 ,,,,,,,,,KMSV
MSY,Atlantic MSY,Kenner,LA,945-348-3090,,, 0 - 200,$6.71 , 0 - 200,$6.56 ,,,,,,,,,KMSY
MSY,Atlantic MSY,Kenner,LA,945-348-3090,,, 201 - 400,$6.54 , 201 - 400,$6.39 ,,,,,,,,,KMSY
MSY,Atlantic MSY,Kenner,LA,945-348-3090,,, 401 - 600,$6.36 , 401 - 600,$6.21 ,,,,,,,,,KMSY
MSY,Atlantic MSY,Kenner,LA,945-348-3090,,, 601 - 800,$6.18 , 601 - 800,$6.03 ,,,,,,,,,KMSY
MSY,Atlantic MSY,Kenner,LA,945-348-3090,,, 801 - 1000,$6.00 , 801 - 1000,$5.85 ,,,,,,,,,KMSY
MSY,Atlantic MSY,Kenner,LA,945-348-3090,,,1001+,$5.82 ,1001+,$5.67 ,,,,,,,,,KMSY
MTJ,Atlantic MTJ,Montrose,CO,945-348-3090,,, 0 - 200,$8.77 , 0 - 200,$8.61 ,,,,,,,,,KMTJ
MTJ,Atlantic MTJ,Montrose,CO,945-348-3090,,, 201 - 400,$8.72 , 201 - 400,$8.56 ,,,,,,,,,KMTJ
MTJ,Atlantic MTJ,Montrose,CO,945-348-3090,,, 401 - 600,$8.65 , 401 - 600,$8.49 ,,,,,,,,,KMTJ
MTJ,Atlantic MTJ,Montrose,CO,945-348-3090,,, 601 - 800,$8.57 , 601 - 800,$8.41 ,,,,,,,,,KMTJ
MTJ,Atlantic MTJ,Montrose,CO,945-348-3090,,, 801 - 1000,$8.50 , 801 - 1000,$8.34 ,,,,,,,,,KMTJ
MTJ,Atlantic MTJ,Montrose,CO,945-348-3090,,,1001+,$8.43 ,1001+,$8.27 ,,,,,,,,,KMTJ
MTO,Coles County Airport,Mattoon,IL,217-239-8877,,,All Quantities,$4.93 ,All Quantities,$4.93 ,,,,,,,,,KMTO
MTV,Blue Ridge Regional Airport,Martinsville,VA,276-957-2291,,, 1 - 399,$5.80 , 1 - 399,$5.80 ,1+,$0.00 ,,,1+,$0.00 ,,,KMTV
MTV,Blue Ridge Regional Airport,Martinsville,VA,276-957-2291,,, 400 - 699,$5.76 , 400 - 699,$5.76 ,,,,,,,,,KMTV
MTV,Blue Ridge Regional Airport,Martinsville,VA,276-957-2291,,, 700 - 999,$5.71 , 700 - 999,$5.71 ,,,,,,,,,KMTV
MTV,Blue Ridge Regional Airport,Martinsville,VA,276-957-2291,,,1000+,$5.66 ,1000+,$5.66 ,,,,,,,,,KMTV
MUT,Jet Air Inc MUT,Galesburg,IL,309-342-3134,,, 1 - 99,$4.83 , 1 - 99,$4.83 ,,,,,,,,,KMUT
MUT,Jet Air Inc MUT,Galesburg,IL,309-342-3134,,, 100 - 249,$4.79 , 100 - 249,$4.79 ,,,,,,,,,KMUT
MUT,Jet Air Inc MUT,Galesburg,IL,309-342-3134,,, 250 - 499,$4.64 , 250 - 499,$4.64 ,,,,,,,,,KMUT
MUT,Jet Air Inc MUT,Galesburg,IL,309-342-3134,,, 500 - 749,$4.59 , 500 - 749,$4.59 ,,,,,,,,,KMUT
MUT,Jet Air Inc MUT,Galesburg,IL,309-342-3134,,, 750 - 999,$4.54 , 750 - 999,$4.54 ,,,,,,,,,KMUT
MUT,Jet Air Inc MUT,Galesburg,IL,309-342-3134,,,1000+,$4.49 ,1000+,$4.49 ,,,,,,,,,KMUT
MVN,SRT Aviation,Mount Vernon,IL,618-242-7016,,,1+,$4.52 ,1+,$4.52 ,1+,$0.00 ,,,1+,$0.00 ,,,KMVN
MVY,Marthas Vineyard Airport,Vineyard Haven,MA,508-693-7022,,, 1 - 199,$7.55 , 1 - 199,$7.55 ,,,,,,,,,KMVY
MVY,Marthas Vineyard Airport,Vineyard Haven,MA,508-693-7022,,, 200 - 499,$7.51 , 200 - 499,$7.51 ,,,,,,,,,KMVY
MVY,Marthas Vineyard Airport,Vineyard Haven,MA,508-693-7022,,, 500 - 699,$7.46 , 500 - 699,$7.46 ,,,,,,,,,KMVY
MVY,Marthas Vineyard Airport,Vineyard Haven,MA,508-693-7022,,,700+,$7.41 ,700+,$7.41 ,,,,,,,,,KMVY
MYF,Coast Air Center,San Diego,CA,858-800-3837,,,1+,$5.42 ,1+,$5.37 ,,,,,,,,,KMYF
N66,Hawkeye Aviation LLC,Oneonta,NY,607-431-1076,,,1+,$5.83 ,1+,$5.83 ,,,,,,,,,N66
NAS,Jet Nassau,Nassau,,124-237-73355,,, 1 - 800,$5.79 , 1 - 800,$5.79 ,,,,,,,,,MYNN
NAS,Jet Nassau,Nassau,,124-237-73355,,, 801 - 1500,$5.52 , 801 - 1500,$5.52 ,,,,,,,,,MYNN
NAS,Jet Nassau,Nassau,,124-237-73355,,, 1501 - 3000,$5.30 , 1501 - 3000,$5.30 ,,,,,,,,,MYNN
NAS,Jet Nassau,Nassau,,124-237-73355,,,3001+,$5.14 ,3001+,$5.14 ,,,,,,,,,MYNN
NAS,Odyssey Aviation - MYNN,Nassau,,242-702-0200,,, 1 - 800,$5.95 , 1 - 800,$5.89 ,,,,,,,,,MYNN
NAS,Odyssey Aviation - MYNN,Nassau,,242-702-0200,,, 801 - 1500,$5.90 , 801 - 1500,$5.84 ,,,,,,,,,MYNN
NAS,Odyssey Aviation - MYNN,Nassau,,242-702-0200,,, 1501 - 3000,$5.84 , 1501 - 3000,$5.79 ,,,,,,,,,MYNN
NAS,Odyssey Aviation - MYNN,Nassau,,242-702-0200,,,3001+,$5.79 ,3001+,$5.73 ,,,,,,,,,MYNN
NEW,Flightline First NEW,New Orleans,LA,504-244-4448,,,All Quantities,$5.08 ,All Quantities,$4.95 ,1+,$0.00 ,,,1+,$0.00 ,,,KNEW
NQA,Millington Airport,Millington,TN,901-873-3835,,,1+,$4.67 ,1+,$4.67 ,,,,,,,,,KNQA
NV00,The Airport Club,Pahrump,NV,949-441-9847,,,All Quantities,$5.87 ,All Quantities,$5.77 ,,,,,,,,,NV00
O22,Bald Eagle Aviation,Columbia,CA,209-533-4616,,,All Quantities,$5.35 ,All Quantities,$5.30 ,,,,,,,,,O22
O69,Petaluma Airport Fuel,Petaluma,CA,707-778-4404,,, 1 - 200,$6.00 , 1 - 200,$5.94 ,,,,,,,,,O69
O69,Petaluma Airport Fuel,Petaluma,CA,707-778-4404,,, 201 - 500,$5.95 , 201 - 500,$5.90 ,,,,,,,,,O69
O69,Petaluma Airport Fuel,Petaluma,CA,707-778-4404,,,501+,$5.90 ,501+,$5.85 ,,,,,,,,,O69
OAK,Kaiser Air Oak,Oakland,CA,510-569-9622,,, 1 - 199,$5.53 , 1 - 199,$5.45 ,,,,,,,,,KOAK
OAK,Kaiser Air Oak,Oakland,CA,510-569-9622,,, 200 - 499,$5.37 , 200 - 499,$5.30 ,,,,,,,,,KOAK
OAK,Kaiser Air Oak,Oakland,CA,510-569-9622,,, 500 - 999,$5.32 , 500 - 999,$5.24 ,,,,,,,,,KOAK
OAK,Kaiser Air Oak,Oakland,CA,510-569-9622,,, 1000 - 1999,$5.15 , 1000 - 1999,$5.08 ,,,,,,,,,KOAK
OAK,Kaiser Air Oak,Oakland,CA,510-569-9622,,,2000+,$4.93 ,2000+,$4.85 ,,,,,,,,,KOAK
OBE,Okeechobee County Airport,Okeechobee,FL,863-467-5505,,,1+,$5.51 ,1+,$5.46 ,,,,,,,,,KOBE
OCH,City of Nacogdoches,Nacodoches,TX,936-560-9567,,, 1 - 199,$4.92 , 1 - 199,$4.92 ,1+,$0.00 ,,,1+,$0.00 ,,,KOCH
